energy_100g,proteins_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,sodium_100g,fiber_100g,kcal,category
1146.0,0.1,0.1,0.0,68.0,68.0,0.0,0.0,273.9005736137667,1
1042.0,8.1,12.3,0.95,24.7,3.1,0.47244094488189,0.0,249.04397705544932,2
1000.0,9.0,12.5,1.1,22.0,2.2,0.433070866141732,0.0,239.0057361376673,2
180.0,0.7,0.0,0.0,10.2,1.1,0.0,0.0,43.021032504780116,1D
2131.0,13.0,28.0,19.0,50.0,3.0,0.748031496062992,3.0,509.321223709369,2
2032.0,5.4,19.1,13.2,71.8,25.5,0.393700787401575,1.6,485.65965583173994,2
934.0,21.5,15.0,2.3,0.6,0.4,1.18110236220472,0.0,223.23135755258124,2
2088.0,10.0,27.0,18.0,53.0,3.5,1.10236220472441,2.2,499.0439770554493,2
1242.0,25.3,21.8,7.6,0.14,0.14,1.9,0.4,296.8451242829828,2
2237.0,5.0,31.0,18.0,57.0,43.0,0.0394,4.5,534.6558317399617,2
2336.0,4.7,34.6,22.5,54.0,48.8,1.0,3.3,558.3173996175908,2
2253.0,7.1,40.0,26.0,36.0,30.0,1.0,8.0,538.4799235181645,2
2350.0,4.5,35.0,23.0,54.0,49.0,1.0,3.0,561.6634799235181,2
1456.0,0.0,0.0,0.0,87.0,65.0,0.0,0.0,347.9923518164436,1
172.0,0.0,0.0,0.0,10.2,10.2,0.0039370078740157,0.0,41.10898661567877,1
192.0,3.5,1.5,1.1,4.7,4.5,0.0393700787401575,0.0,45.88910133843212,1D
1587.0,8.1,3.6,0.0,73.0,1.1,0.0118110236220472,9.3,379.302103250478,2
1482.0,11.7,2.0,0.3,69.2,2.6,0.590551181102362,4.4,354.2065009560229,2
2193.0,2.8,26.0,24.0,67.0,22.0,0.196850393700787,3.1,524.1395793499044,2
1494.0,11.5,1.1,0.2,72.6,4.2,0.0393700787401575,2.9,357.0745697896749,2
1669.0,9.9,9.4,1.1,65.9,5.4,0.275590551181102,4.1,398.9005736137667,2
1799.0,8.0,9.7,1.4,77.0,0.5,0.748031496062992,1.1,429.9713193116635,2
1791.0,7.9,9.5,1.3,77.0,0.4,0.669291338582677,1.6,428.0592734225621,2
1639.0,14.4,7.7,0.8,62.7,2.5,0.0,5.6,391.7304015296367,2
1633.0,9.2,2.9,0.7,78.1,16.8,0.0078740157480315,5.2,390.2963671128107,2
1936.0,6.85,14.2,10.6,77.0,28.0,0.009,1.7,462.71510516252386,2
2254.0,14.1,31.5,20.1,50.8,0.4,0.959,1.6,538.7189292543021,2
8.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,1.9120458891013383,1
1701.0,7.3,7.6,3.2,72.8,24.9,0.0236220472440945,7.2,406.54875717017205,2
1515.0,7.3,2.5,1.7,74.4,26.1,0.338582677165354,6.5,362.09369024856596,2
1706.0,6.6,12.9,7.3,60.1,29.0,0.18503937007874,5.2,407.7437858508604,2
1536.0,8.6,1.3,0.5,77.2,17.2,0.448818897637795,6.3,367.11281070745696,2
1632.0,8.2,4.0,1.7,76.1,25.1,0.18503937007874,6.3,390.05736137667304,2
1644.0,10.3,8.0,1.4,65.9,19.9,0.393700787401575,9.0,392.92543021032503,2
1556.0,8.4,1.4,0.4,73.4,17.2,0.5,8.9,371.8929254302103,2
1713.0,7.4,12.9,7.5,63.4,30.0,0.196850393700787,4.0,409.4168260038241,2
2004.0,6.6,12.9,7.7,65.3,30.0,0.25,2.1,478.9674952198853,2
1761.0,7.4,13.9,7.9,61.8,27.7,0.2,2.9,420.8891013384321,2
1609.0,7.8,4.0,1.8,74.0,25.2,0.196850393700787,8.7,384.56022944550665,2
92.0,0.65,0.0,0.0,4.92,4.92,0.0866141732283465,0.0,21.988527724665392,1
180.0,0.76,0.18,0.0,9.2,9.2,0.0019685039370078,0.0,43.021032504780116,1
264.0,0.32,0.16,0.021,15.16,15.16,0.0039370078740157,0.0,63.09751434034417,1
2467.0,13.1,45.3,8.2,38.0,27.5,0.031496062992126,8.5,589.6271510516252,3
2411.0,11.0,43.9,8.2,30.9,29.1,0.04,7.7,576.2428298279159,3
1755.0,5.8,14.0,7.3,70.0,28.0,0.236220472440945,3.9,419.4550669216061,2
1220.0,8.5,4.7,1.8,50.0,4.0,0.723,5.9,291.5869980879541,2
1700.0,5.0,12.0,3.3,72.0,26.0,0.197,3.7,406.3097514340344,2
1910.0,6.8,22.0,6.2,60.0,18.5,0.137795275590551,4.1,456.50095602294454,2
234.0,0.2,0.5,0.1,14.0,13.6,0.0003937007874015,0.5,55.927342256214146,1
2315.0,5.2,35.6,4.9,51.7,0.4,0.47244094488189,3.8,553.2982791586998,2
2273.0,4.8,34.2,3.4,51.8,1.5,0.433070866141732,5.7,543.2600382409178,2
2289.0,5.2,35.0,3.2,51.1,0.5,0.700787401574803,4.6,547.0841300191205,2
1723.0,6.0,11.0,1.0,70.0,1.0,0.590551181102362,3.0,411.80688336520075,2
2076.0,3.6,24.0,2.3,64.6,3.7,0.89,3.6,496.17590822179733,2
2315.0,5.0,35.0,3.1,55.0,1.0,0.984251968503937,5.0,553.2982791586998,2
2287.0,5.0,35.0,3.5,51.0,1.5,0.700787401574803,5.0,546.6061185468451,2
2250.0,5.0,34.0,3.4,51.0,1.0,0.78,5.0,537.7629063097514,2
192.0,3.2,1.6,1.0,4.8,4.8,0.0511811023622047,0.0,45.88910133843212,1D
2255.0,5.0,37.0,23.0,42.0,38.0,0.0,11.0,538.9579349904398,2
2400.0,7.0,46.0,28.0,29.0,24.0,0.01,11.0,573.6137667304015,2
2247.0,9.0,16.0,16.0,54.0,33.0,0.12992125984252,3.0,537.0458891013384,2
2994.0,1.3,79.6,9.0,1.5,0.9,0.511811023622047,0.2,715.5831739961759,3
2144.0,8.5,26.0,10.0,59.0,21.0,0.2,4.3,512.4282982791586,2
255.0,0.3,1.1,0.2,12.2,8.4,0.031496062992126,0.5,60.94646271510516,1D
3389.0,0.0,92.0,16.0,0.0,0.0,0.0,0.0,809.9904397705544,3
1205.0,16.7,16.6,2.1,16.3,6.5,0.748031496062992,3.7,288.00191204588907,2
1556.0,13.1,7.2,0.9,58.3,2.9,0.0393700787401575,10.8,371.8929254302103,2
1569.0,8.81,7.65,1.1,63.2,12.7,0.047244094488189,7.66,375.0,2
1556.0,8.4,1.5,0.2,78.0,15.6,0.409448818897638,6.0,371.8929254302103,2
1692.0,8.3,7.9,4.4,71.0,17.1,0.346456692913386,6.9,404.39770554493305,2
2241.0,6.5,30.0,20.1,58.4,24.4,0.393700787401575,3.4,535.6118546845124,2
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.063097514340344,1
1584.0,9.6,3.8,1.5,73.0,8.6,0.31496062992126,4.9,378.585086042065,2
444.0,0.6,7.3,0.9,9.0,3.5,0.0354330708661417,1.1,106.11854684512429,1
305.0,0.6,2.8,0.4,11.0,5.0,0.0354330708661417,0.7,72.89674952198853,1D
301.0,1.0,2.6,0.2,11.0,5.0,0.0354330708661417,0.5,71.94072657743786,1D
2095.0,7.5,24.0,12.0,61.5,27.0,0.2,4.0,500.717017208413,2
96.0,0.9,0.5,0.1,4.4,3.1,0.118110236220472,0.9,22.94455066921606,1
184.0,0.6,0.5,0.1,9.7,7.8,0.0196850393700787,0.5,43.977055449330784,1
674.0,7.5,12.0,0.84,3.0,1.7,2.36220472440945,3.5,161.08986615678776,3
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.063097514340344,1
3347.0,5.4,31.0,9.0,49.0,45.0,0.102362204724409,2.1,799.9521988527724,1D
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9120458891013383,1
1485.0,0.0,0.0,0.0,88.7,88.4,0.0,0.0,354.9235181644359,1
669.0,10.0,6.2,0.9,16.0,6.8,0.094488188976378,0.0,159.8948374760994,1D
268.0,2.5,1.0,0.7,11.0,11.0,0.0393700787401575,0.6,64.05353728489483,1D
1510.0,69.3,4.8,3.8,5.9,2.8,0.984251968503937,8.7,360.89866156787764,1
293.0,1.8,2.9,1.3,9.0,4.4,0.0196850393700787,0.5,70.02868068833652,1D
276.0,1.3,3.1,1.3,8.1,5.4,0.0196850393700787,0.0,65.96558317399618,1D
1485.0,61.0,3.3,0.8,20.0,0.8,0.0,5.7,354.9235181644359,1
1502.0,0.3,0.0,0.0,89.2,87.2,0.031496062992126,0.4,358.9866156787763,1
1502.0,0.4,0.0,0.0,89.0,87.7,0.0078740157480315,0.5,358.9866156787763,1
410.0,5.3,0.2,0.2,13.0,3.3,0.0196850393700787,0.0,97.99235181644359,2
146.0,0.5,0.5,0.1,7.6,7.1,0.0039370078740157,0.0,34.894837476099426,1
184.0,0.8,0.5,0.1,9.9,7.8,0.0039370078740157,0.0,43.977055449330784,1
3113.0,0.8,82.0,60.0,0.6,0.6,0.0196850393700787,0.0,744.0248565965583,2D
234.0,0.1,0.0,0.0,15.4,13.75,0.0102362204724409,0.2,55.927342256214146,1
2220.0,8.0,34.0,21.0,44.0,39.0,0.0,10.0,530.5927342256214,2
2360.0,9.0,42.0,26.0,33.0,28.0,0.15748031496063,11.0,564.0535372848948,2
2580.0,10.0,53.0,32.0,20.0,14.0,0.0,13.0,616.6347992351816,2
2360.0,9.0,40.0,24.0,41.0,39.0,0.0,3.5,564.0535372848948,2
2250.0,8.0,36.0,22.0,41.0,36.0,0.0,11.0,537.7629063097514,2
2300.0,7.0,38.0,24.0,41.0,36.0,0.0,10.0,549.7131931166348,2
1888.0,7.6,24.1,11.9,49.9,34.0,0.31496062992126,2.4,451.24282982791584,2
1748.0,4.8,16.0,5.7,62.0,39.0,0.188976377952756,2.5,417.7820267686424,2
1955.0,3.8,26.0,23.0,53.0,50.0,0.0275590551181102,5.2,467.25621414913957,2
1865.0,3.8,23.0,21.0,53.0,52.0,0.031496062992126,8.3,445.7456978967495,2
251.0,4.2,17.0,10.0,20.2,14.3,0.0590551181102362,0.0,59.99043977055449,2D
1095.0,4.1,19.0,9.1,17.6,12.1,0.11,0.7,261.7112810707457,2D
1189.0,4.5,18.5,11.4,25.1,18.9,0.141732283464567,0.1,284.1778202676864,2D
1101.0,4.6,14.6,8.8,28.0,19.2,0.0984251968503937,0.8,263.1453154875717,2D
1147.0,4.0,16.2,9.0,28.1,22.4,0.118110236220472,0.2,274.1395793499044,2D
1212.0,4.1,18.6,11.6,26.5,22.4,0.0944881889763779,0.4,289.67495219885274,2D
1107.0,4.4,15.6,9.8,26.7,26.2,0.0826771653543307,0.1,264.5793499043977,2D
1151.0,4.0,16.2,9.0,28.1,26.9,0.118110236220472,0.2,275.09560229445503,2D
1127.0,4.2,15.6,9.0,28.0,24.1,0.125984251968504,0.3,269.35946462715106,2D
1088.0,3.8,14.7,10.5,19.6,20.1,0.0826771653543307,0.3,260.038240917782,2D
1146.0,4.4,16.5,9.7,26.9,24.1,0.078740157480315,0.4,273.9005736137667,2D
1068.0,4.0,16.6,10.4,22.7,15.5,0.12,0.1,255.25812619502867,2D
1060.0,4.55,16.0,9.66,26.4,25.5,0.0671,0.795,253.34608030592733,2D
1142.0,3.9,17.4,10.7,25.4,20.0,0.0826771653543307,0.0,272.944550669216,2D
999.0,4.0,15.5,9.5,21.0,16.9,0.0708661417322834,0.0,238.76673040152963,2D
1094.0,4.1,15.1,8.1,27.3,23.1,0.0590551181102362,0.2,261.472275334608,2D
1502.0,4.2,25.0,14.7,28.6,26.6,0.0905511811023622,0.8,358.9866156787763,2D
1222.0,6.6,6.6,0.8,50.0,7.0,0.393700787401575,2.9,292.06500956022944,2
1222.0,6.6,6.6,0.8,50.0,7.0,0.393700787401575,2.9,292.06500956022944,2
1498.0,8.5,4.5,0.7,63.9,16.9,0.015748031496063,12.3,358.0305927342256,2
1690.0,8.6,8.8,2.0,68.1,21.1,0.0078740157480315,9.3,403.9196940726577,2
1862.0,13.0,17.6,2.4,53.4,4.2,0.015748031496063,10.4,445.0286806883365,2
1803.0,10.6,15.2,1.9,59.1,24.8,0.0511811023622047,7.3,430.92734225621416,2
1845.0,23.0,16.5,2.4,43.1,11.2,0.0433070866141732,13.8,440.96558317399615,2
1625.0,8.7,7.3,1.2,66.3,13.5,0.0118110236220472,10.1,388.3843212237094,2
1361.0,5.2,12.0,1.4,46.0,17.0,0.0118110236220472,4.0,325.2868068833652,2
1636.0,6.9,8.3,0.9,67.9,25.1,0.015748031496063,8.2,391.01338432122367,2
1744.0,9.0,12.5,5.2,62.8,21.7,0.015748031496063,7.6,416.82600382409174,2
1464.0,8.6,1.8,0.3,72.0,9.0,0.330708661417323,5.8,349.9043977055449,2
1619.0,8.8,8.1,3.8,66.9,7.7,0.318897637795276,6.0,386.95028680688335,2
1556.0,8.0,5.8,0.8,69.0,23.6,0.0236220472440945,4.0,371.8929254302103,2
1410.0,8.6,5.1,1.6,56.3,13.1,0.0078740157480315,14.9,336.9980879541109,2
1573.0,7.4,2.4,1.2,77.6,23.4,0.0039370078740157,5.3,375.9560229445507,2
1431.0,11.0,2.6,0.4,65.0,0.9,0.389763779527559,7.9,342.0172084130019,2
1639.0,7.6,6.0,3.6,73.5,11.8,0.330708661417323,4.9,391.7304015296367,2
1842.0,6.1,16.0,1.5,63.8,27.4,0.0236220472440945,7.8,440.24856596558317,2
1862.0,13.0,17.6,2.4,53.4,4.2,0.015748031496063,10.4,445.0286806883365,2
1644.0,8.0,9.3,1.3,63.3,21.4,0.0354330708661417,11.3,392.92543021032503,2
1728.0,9.8,10.9,2.9,64.2,19.1,0.015748031496063,8.2,413.00191204588907,2
1878.0,5.9,21.0,9.0,57.0,29.6,0.0984251968503937,3.8,448.8527724665392,2
1803.0,10.6,15.2,1.9,59.1,24.8,0.0393700787401575,7.3,430.92734225621416,2
4.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.9560229445506692,1
8.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.9120458891013383,1
138.0,0.7,0.8,0.1,5.1,0.6,0.251968503937008,1.2,32.98279158699809,1
201.0,0.4,0.0,0.0,10.7,10.0,0.0,0.5,48.040152963671126,1
201.0,0.1,0.1,0.0,12.0,11.0,0.0007086614173228,0.1,48.040152963671126,1
1040.0,0.5,0.6,0.1,58.6,50.8,0.0,1.9,248.56596558317398,3
1776.0,8.8,11.3,0.2,72.2,7.5,0.143307086614173,7.1,424.47418738049714,2
1695.0,10.3,17.3,0.5,56.73,0.9,0.3895,7.2,405.1147227533461,2
1701.0,10.5,17.3,0.0,52.1,4.0,0.143700787401575,7.0,406.54875717017205,2
1454.0,7.7,15.3,2.2,56.6,27.6,0.233,2.3,347.51434034416826,2
1747.0,6.1,23.6,4.1,48.7,26.1,0.1949,1.2,417.5430210325048,2
268.0,3.2,3.6,2.2,4.8,1.32,0.0,0.0,64.05353728489483,1D
268.0,3.2,3.6,2.2,4.8,4.8,0.0433070866141732,0.0,64.05353728489483,1D
268.0,3.2,3.6,2.2,4.8,4.8,0.0433070866141732,0.0,64.05353728489483,1D
264.0,1.9,3.0,1.4,7.2,3.2,0.0393700787401575,0.0,63.09751434034417,1D
955.0,3.3,23.1,20.7,13.7,8.2,0.04,0.1,228.25047801147227,2D
0.0,0.5,0.5,0.5,0.1,0.1,0.0393700787401575,0.5,0.0,1
4.0,0.5,0.5,0.5,0.2,0.2,0.0393700787401575,0.5,0.9560229445506692,1
8.0,0.5,0.6,0.6,0.4,0.4,0.0393700787401575,0.5,1.9120458891013383,1
21.0,0.5,0.6,0.6,0.4,0.4,0.0393700787401575,0.5,5.019120458891013,1
4.0,0.5,0.6,0.6,0.4,0.4,0.0393700787401575,0.5,0.9560229445506692,1
21.0,0.5,0.5,0.1,1.2,0.06,0.0078740157480315,0.5,5.019120458891013,1
100.0,1.4,0.1,0.0,2.8,0.9,0.275590551181102,3.1,23.900573613766728,2
222.0,2.8,0.3,0.0,8.9,4.5,0.236220472440945,2.0,53.05927342256214,2
488.0,1.4,0.3,0.1,27.4,15.4,1.02362204724409,1.5,116.63479923518165,3
196.0,1.5,0.3,0.1,28.2,21.7,1.02362204724409,2.3,46.84512428298279,3
131.0,1.5,0.9,0.1,2.8,0.9,0.275590551181102,2.6,31.309751434034414,2
716.0,6.3,2.3,0.3,29.2,0.4,0.393700787401575,3.4,171.12810707456978,2
241.3,3.3,2.0,0.2,5.1,0.6,0.31496062992126,3.1,57.67208413001912,2
127.0,0.4,0.2,0.2,2.6,0.3,0.275590551181102,0.4,30.353728489483746,1
353.0,1.4,5.9,0.6,5.7,4.2,0.31496062992126,1.9,84.36902485659655,2
279.0,1.0,3.2,0.3,7.8,6.6,0.47244094488189,1.5,66.68260038240918,3
543.0,3.3,6.9,2.1,12.3,1.8,0.354330708661417,2.9,129.78011472275335,2
42.0,1.0,1.0,1.0,1.0,1.0,0.393700787401575,1.0,10.038240917782026,1
1688.0,8.6,7.7,0.7,73.0,20.0,0.47244094488189,1.4,403.4416826003824,2
1688.0,8.6,7.7,0.7,73.0,20.0,0.47244094488189,1.4,403.4416826003824,2
1640.0,8.4,3.4,1.0,82.0,53.0,0.0708661417322835,1.5,391.96940726577435,2
658.0,23.4,6.7,1.2,0.8,0.4,1.23,1.0,157.2657743785851,2
0.0,0.5,0.14,0.0,0.1,0.0,0.0,0.0,0.0,1
3217.0,0.65,84.99,65.0,0.0,0.0,0.015748031496063,0.0,768.8814531548757,2D
301.0,0.0,0.0,0.0,2.02,2.0,0.0,0.0,71.94072657743786,1
1301.0,0.0,0.0,0.0,77.7,77.1,0.0078740157480315,0.0,310.94646271510516,1
1368.0,0.0,0.0,0.0,81.7,81.3,0.0118110236220472,0.0,326.9598470363289,1
172.0,0.5,0.5,0.0,10.0,9.7,0.0118110236220472,0.0,41.10898661567877,1
192.0,0.5,0.5,0.1,11.0,10.0,0.0118110236220472,0.0,45.88910133843212,1
1222.0,10.4,6.1,0.8,47.4,5.5,0.488188976377953,2.9,292.06500956022944,2
2040.0,5.5,23.0,14.0,61.0,59.0,0.003,7.0,487.5717017208413,2
2127.0,7.1,25.0,15.0,63.0,63.0,0.123228346456693,1.3,508.3652007648183,2
121.0,0.5,0.5,0.1,7.2,7.0,0.0039370078740157,0.5,28.91969407265774,1
92.0,0.5,0.5,0.1,5.5,5.5,0.0039370078740157,0.5,21.988527724665392,1
138.0,0.5,0.5,0.5,7.8,0.0,0.0039370078740157,0.5,32.98279158699809,1
223.0,1.3,1.8,0.1,6.6,5.5,0.30511811023622,2.7,53.298279158699806,2
2040.0,10.6,33.0,20.0,31.0,31.0,0.0118110236220472,14.0,487.5717017208413,2
2050.0,7.0,21.5,10.5,66.5,6.0,0.955,1.5,489.96175908221795,2
209.0,0.7,0.5,0.1,11.7,10.0,0.0039370078740157,0.5,49.95219885277246,1
1905.0,7.4,23.4,4.8,52.9,33.7,0.275590551181102,1.7,455.3059273422562,2
459.0,0.9,0.0,0.0,24.7,16.5,0.866141732283465,1.0,109.70363288718929,3
1620.0,8.0,2.5,1.0,79.0,31.0,0.2,5.5,387.189292543021,2
1653.0,5.6,9.9,5.2,69.2,25.6,0.137795275590551,3.2,395.07648183556404,2
1579.0,6.1,5.8,2.1,72.2,26.4,0.147637795275591,4.2,377.39005736137665,2
2238.0,6.0,36.1,2.49,45.3,0.6,0.503937007874016,4.5,534.8948374760994,2
2238.0,5.7,36.1,2.5,45.3,0.6,0.503937007874016,4.4,534.8948374760994,2
2155.0,17.0,49.0,20.0,3.1,2.6,1.49606299212598,0.5,515.057361376673,2
1172.0,0.5,0.5,0.5,70.0,69.3,0.0039370078740157,0.5,280.1147227533461,1
126.0,0.6,1.0,0.4,3.8,1.9,0.249212598425197,1.8,30.11472275334608,1
3060.0,0.7,82.0,57.0,0.8,0.8,0.0196850393700787,0.0,731.3575525812619,2D
3060.0,0.7,82.0,57.0,0.8,0.8,0.0196850393700787,0.0,731.3575525812619,2D
3060.0,0.7,82.0,53.0,0.8,0.3,0.02,0.0,731.3575525812619,2D
3113.0,0.7,82.0,57.0,0.8,0.8,0.0196850393700787,0.0,744.0248565965583,2D
3700.0,0.0,100.0,14.0,0.0,0.0,0.0,0.0,884.321223709369,3
1052.0,0.5,0.3,0.05,60.0,59.0,0.0196850393700787,1.5,251.434034416826,3
180.0,0.17,0.14,0.046,10.0,9.6,0.0086614173228346,0.23,43.021032504780116,1
1765.0,8.9,14.1,6.71,60.1,16.9,0.59,8.75,421.8451242829828,2
146.0,0.5,0.8,0.0,1.7,1.7,0.0039370078740157,0.0,34.894837476099426,1
95.0,0.7,0.9,0.1,2.6,0.2,0.228346456692913,0.7,22.705544933078393,2
1674.0,12.0,7.2,0.6,69.0,0.8,0.47244094488189,5.5,400.09560229445503,2
2004.0,5.6,34.0,6.7,54.0,8.2,0.118110236220472,2.5,478.9674952198853,3
218.0,0.5,0.8,0.0,10.8,10.8,0.0078740157480315,0.6,52.10325047801147,1
109.0,0.0,0.8,0.0,4.6,4.6,0.0,0.0,26.051625239005734,1
184.0,0.6,0.0,0.0,9.3,8.5,0.0118110236220472,2.0,43.977055449330784,1
2368.0,5.3,37.0,5.6,51.0,49.0,0.0,4.3,565.9655831739962,3
440.0,3.3,2.5,1.6,17.0,16.0,0.0551181102362205,0.3,105.1625239005736,2D
2125.0,7.1,25.0,14.0,62.0,25.0,0.39,3.6,507.887189292543,2
331.0,3.7,2.6,1.3,10.0,1.8,0.275590551181102,0.0,79.11089866156787,2
2138.0,2.8,23.0,20.0,71.0,17.0,0.0,5.7,510.9942638623327,2
628.0,0.6,0.3,0.1,3.0,0.8,0.0,0.5,150.09560229445506,1
1625.0,6.0,1.0,0.3,86.5,25.0,0.145669291338583,1.9,388.3843212237094,2
1647.0,8.0,1.5,0.8,83.5,24.0,0.149606299212598,4.5,393.642447418738,2
1617.0,8.0,1.5,0.5,81.5,25.5,0.15748031496063,5.0,386.472275334608,2
477.0,21.0,3.0,0.9,0.6,0.2,0.708661417322835,0.0,114.0057361376673,2
410.0,3.0,2.8,1.5,15.0,14.0,0.03,0.5,97.99235181644359,2D
469.0,3.0,3.5,1.8,17.0,16.0,0.03,0.5,112.09369024856596,2D
96.0,0.3,0.0,0.0,0.5,0.2,0.0,0.5,22.94455066921606,1
1770.0,10.0,15.5,11.8,55.0,15.0,0.0078740157480315,11.5,423.0401529636711,2
1548.0,11.0,6.8,1.1,61.0,23.0,0.0,10.0,369.98087954110895,2
1586.0,11.0,8.9,1.3,59.0,23.0,0.0,11.0,379.0630975143403,2
3925.0,10.0,52.0,35.5,106.0,52.0,0.512,3.0,938.0975143403441,2
2411.0,9.3,45.0,27.0,29.0,25.0,0.0051181102362204,11.8,576.2428298279159,2
2249.0,11.0,43.0,27.0,21.0,21.0,5.11811023622047e-06,14.0,537.5239005736138,2
2346.0,6.9,39.0,24.0,42.0,39.0,0.0078740157480315,8.9,560.7074569789675,2
2015.0,6.5,35.0,22.0,32.0,29.0,0.002755905511811,8.2,481.5965583173996,2
2238.0,6.6,33.0,20.0,49.0,45.0,0.0078740157480315,9.0,534.8948374760994,2
2375.0,8.2,37.0,23.0,50.0,49.0,0.100393700787402,2.1,567.6386233269599,2
2148.0,6.4,31.0,19.0,49.0,46.0,0.0543307086614173,7.4,513.3843212237093,2
2267.0,6.5,34.0,21.0,49.0,46.0,0.0078740157480315,8.2,541.8260038240918,2
2205.0,5.8,31.0,19.0,53.0,50.0,0.002755905511811,7.0,527.0076481835564,2
2356.0,6.7,39.0,24.0,43.0,40.0,0.008,8.5,563.0975143403441,2
167.0,0.2,0.0,0.0,10.2,10.2,0.0118110236220472,0.0,39.913957934990435,1
715.0,8.4,12.6,0.9,5.3,2.2,2.32283464566929,1.1,170.8891013384321,3
1592.0,12.9,10.7,1.5,48.8,9.5,0.01,18.4,380.49713193116634,2
754.0,3.2,2.5,0.3,34.8,8.4,0.295275590551181,1.9,180.21032504780115,2
289.0,1.3,2.9,0.3,8.6,5.2,0.236220472440945,1.7,69.07265774378585,2
117.0,1.4,0.4,0.1,3.5,0.8,0.216535433070866,2.2,27.963671128107073,2
2370.0,9.2,41.0,25.6,35.3,29.0,0.002755905511811,12.0,566.4435946462714,2
759.0,0.6,0.7,0.0,41.0,39.0,0.0393700787401575,3.2,181.40535372848947,3
423.0,1.2,0.5,0.0,21.6,20.7,0.905511811023622,2.1,101.09942638623326,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.063097514340344,1
2457.0,9.9,42.4,25.5,40.7,37.8,0.0905511811023622,3.6,587.2370936902486,2
2360.0,9.7,39.0,22.0,39.0,27.0,0.0354330708661417,8.7,564.0535372848948,2
2397.0,9.5,42.1,25.2,35.4,27.4,0.0,9.7,572.8967495219885,2
2481.0,9.5,45.1,27.0,32.4,24.4,0.0,9.7,592.9732313575525,2
2562.0,10.6,51.2,30.7,23.5,14.4,0.0,10.9,612.3326959847036,2
182.0,0.5,0.5,0.5,10.7,10.6,0.0039370078740157,0.0,43.49904397705545,1
182.0,0.5,0.5,0.5,10.7,10.6,0.0039370078740157,0.0,43.49904397705545,1
105.0,0.7,0.1,0.0,4.8,1.3,0.267716535433071,0.8,25.095602294455066,1
145.0,1.7,0.9,0.5,3.9,1.5,0.248031496062992,1.8,34.655831739961755,2
97.0,0.7,0.7,0.5,4.1,1.9,0.15748031496063,1.2,23.183556405353727,2
189.0,0.6,2.9,2.4,3.7,1.6,0.12992125984252,0.7,45.172084130019115,2
87.0,0.6,0.6,0.5,2.4,1.0,0.078740157480315,0.8,20.793499043977054,2
145.0,1.7,0.9,0.5,3.9,1.5,0.169291338582677,1.8,34.655831739961755,2
134.0,0.8,1.1,0.7,4.4,0.4,0.224409448818898,0.5,32.026768642447415,1
883.0,10.4,9.1,2.6,21.3,1.2,0.496062992125984,1.6,211.04206500956022,2
2046.0,10.2,25.3,8.9,51.4,15.3,0.236220472440945,7.2,489.00573613766727,2
1740.0,5.8,11.6,5.6,68.9,32.5,0.141732283464567,4.8,415.8699808795411,2
2000.0,10.0,22.0,9.9,58.0,1.3,0.748031496062992,3.7,478.0114722753346,2
2268.0,6.4,34.0,3.1,50.0,2.0,0.511811023622047,5.0,542.0650095602294,2
2266.0,6.0,34.0,3.1,51.0,0.5,0.39,4.9,541.586998087954,2
2266.0,6.0,34.0,3.1,51.0,0.5,0.39,4.9,541.586998087954,2
2257.0,6.4,34.0,3.1,50.0,2.0,0.51,5.0,539.435946462715,2
167.0,0.0,0.0,0.0,10.0,9.7,0.0,0.0,39.913957934990435,1
167.0,0.0,0.0,0.0,10.0,9.7,0.0,0.0,39.913957934990435,1
193.0,0.7,0.2,0.04,9.3,9.3,0.02,0.2,46.12810707456979,1
1577.0,0.0,0.0,0.0,86.9,61.3,0.62992125984252,0.0,376.9120458891013,2
1586.0,0.3,4.4,4.1,79.4,62.6,0.551,0.0,379.0630975143403,2
222.0,0.0,0.0,0.0,13.2,13.1,0.0039370078740157,0.0,53.05927342256214,1
197.0,0.0,0.0,0.0,11.7,11.7,0.0039370078740157,0.0,47.08413001912046,1
210.0,0.5,0.0,0.0,10.6,10.4,0.0,0.9,50.19120458891013,1
126.0,0.0,0.0,0.0,7.0,6.9,0.0039370078740157,0.0,30.11472275334608,1
213.0,0.0,0.0,0.0,13.0,13.0,0.0118110236220472,0.0,50.90822179732314,1
173.0,0.0,0.0,0.0,10.2,10.2,0.0039370078740157,0.0,41.347992351816444,1
79.0,0.0,0.0,0.0,4.6,4.4,0.0118110236220472,0.0,18.881453154875715,1
204.0,0.8,0.0,0.0,10.0,10.0,0.0,0.7,48.75717017208413,1
188.0,0.8,0.0,0.0,9.5,9.5,0.0,0.4,44.93307839388145,1
193.0,0.7,0.0,0.0,9.9,9.9,0.0,0.4,46.12810707456979,1
