energy_100g,proteins_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,sodium_100g,fiber_100g,kcal,category
750.0,0.0,14.3,0.0,7.14,0.0,2.0,0.0,179.25430210325047,3
1230.0,0.0,5.88,0.0,70.59,29.41,0.147,0.0,293.97705544933075,3
494.0,0.0,0.0,0.0,29.41,29.41,1.529,0.0,118.06883365200764,3
653.0,1.7,9.5,8.6,15.0,7.8,0.0354330708661417,0.6,156.07074569789674,2
368.0,0.0,0.0,0.0,23.53,17.65,0.441,0.0,87.95411089866157,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
301.0,0.3,3.64,2.73,7.88,6.36,0.181102362204724,0.0,71.94072657743786,1
142.0,0.1,0.2,0.0,7.9,7.7,0.0236220472440945,0.0,33.93881453154876,1
201.0,0.0,0.0,0.0,11.94,11.94,0.008,0.0,48.040152963671126,1
176.0,0.0,0.0,0.0,10.0,9.58,0.019,0.0,42.06500956022944,1
176.0,0.0,0.0,0.0,10.0,9.58,0.019,0.0,42.06500956022944,1
159.0,0.0,0.0,0.0,9.58,9.58,0.021,0.0,38.0019120458891,1
159.0,0.0,0.0,0.0,9.58,9.17,0.021,0.0,38.0019120458891,1
176.0,0.0,0.0,0.0,10.42,10.42,0.008,0.0,42.06500956022944,1
167.0,0.0,0.0,0.0,10.0,9.58,0.017,0.0,39.913957934990435,1
167.0,0.0,0.0,0.0,10.0,9.58,0.012,0.0,39.913957934990435,1
79.0,0.0,0.0,0.0,0.0,5.0,0.006,0.0,18.881453154875715,1
79.0,0.0,0.0,0.0,0.0,5.0,0.006,0.0,18.881453154875715,1
79.0,0.0,0.0,0.0,0.0,5.0,0.006,0.0,18.881453154875715,1
0.0,5.0,25.0,25.0,65.0,65.0,3.93700787401575e-05,400.0,0.0,1
494.0,0.0,0.0,0.0,29.41,23.53,0.941,0.0,118.06883365200764,3
1180.0,7.69,2.56,0.0,51.28,5.13,0.462,2.6,282.0267686424474,2
121.0,0.0,0.0,0.0,7.43,6.57,0.004,0.0,28.91969407265774,1
121.0,0.0,0.0,0.0,7.43,6.57,0.004,0.0,28.91969407265774,1
105.0,0.0,0.0,0.0,6.67,6.67,0.01,0.0,25.095602294455066,1
2155.0,9.09,30.3,15.15,54.55,0.0,1.061,9.1,515.057361376673,2
1904.0,9.09,18.18,7.58,63.64,0.0,1.364,12.1,455.0669216061185,2
2155.0,9.09,30.3,15.15,54.55,0.0,1.061,9.1,515.057361376673,2
1029.0,1.75,12.28,3.51,33.33,5.26,0.281,7.0,245.93690248565966,2
1046.0,6.82,3.41,0.0,45.45,6.82,0.432,2.3,250.0,2
1205.0,9.09,4.55,0.0,51.52,6.06,0.424,1.5,288.00191204588907,2
1079.0,10.61,3.79,0.0,48.48,4.55,0.409,7.6,257.887189292543,2
494.0,0.0,0.0,0.0,23.53,23.53,0.941,0.0,118.06883365200764,3
368.0,0.0,0.0,0.0,17.65,11.76,0.882,0.0,87.95411089866157,3
209.0,0.0,0.0,0.0,12.5,10.83,0.002,0.0,49.95219885277246,1
1810.0,6.67,13.3,0.0,73.3,13.3,0.767,3.33,432.6003824091778,2
247.0,0.28,0.0,0.0,14.65,12.68,0.003,0.0,59.03441682600382,1
1439.0,10.94,6.25,2.34,62.5,4.69,0.391,1.6,343.92925430210323,2
1480.0,11.3,1.0,0.0,72.3,0.0,0.905511811023622,2.7,353.7284894837476,2
88.0,0.0,0.0,0.0,5.42,3.75,0.002,0.0,21.03250478011472,1
138.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,32.98279158699809,1
494.0,0.0,0.0,0.0,17.65,17.65,0.941,0.0,118.06883365200764,3
1046.0,5.0,0.0,0.0,30.0,0.0,15.0,3.0,250.0,2
393.0,0.0,0.0,0.0,18.75,12.5,0.656,0.0,93.92925430210325,3
393.0,0.0,0.0,0.0,18.75,12.5,0.656,0.0,93.92925430210325,3
393.0,0.0,0.0,0.0,18.75,12.5,0.656,0.0,93.92925430210325,3
393.0,0.0,0.0,0.0,18.75,12.5,0.656,0.0,93.92925430210325,3
1550.0,17.1,4.29,0.0,65.7,5.71,0.286,11.4,370.4588910133843,2
1648.0,9.09,12.12,4.55,66.67,0.0,0.788,21.2,393.8814531548757,2
368.0,0.0,0.0,0.0,29.41,17.65,1.118,0.0,87.95411089866157,3
393.0,0.0,0.0,0.0,18.75,12.5,0.375,0.0,93.92925430210325,3
259.0,0.0,0.0,0.0,12.5,6.25,0.312,0.0,61.90248565965583,3
983.0,2.35,5.29,1.76,47.06,3.53,0.518,2.4,234.94263862332696,2
115.0,1.6,0.0,0.0,4.8,4.8,0.01,1.6,27.48565965583174,2
297.0,0.0,0.0,0.0,21.43,14.29,0.179,0.0,70.98470363288719,3
494.0,0.0,0.0,0.0,29.41,23.53,0.412,0.0,118.06883365200764,3
494.0,0.0,0.0,0.0,29.41,29.41,0.559,0.0,118.06883365200764,3
381.0,6.06,0.0,0.0,18.18,9.09,0.455,0.0,91.06118546845124,3
983.0,3.53,4.71,0.59,44.71,7.06,0.376,3.5,234.94263862332696,2
1569.0,0.0,0.0,0.0,100.0,96.0,0.0,0.0,375.0,2
247.0,0.0,0.0,0.0,11.76,5.88,0.265,0.0,59.03441682600382,3
1301.0,2.94,12.12,1.29,47.06,1.06,0.451,1.1,310.94646271510516,2
209.0,0.0,0.0,0.0,12.5,10.0,0.0,0.4,49.95219885277246,1
117.0,0.0,0.0,0.0,7.6,7.6,0.017,0.0,27.963671128107073,1
1912.0,8.57,25.71,1.43,51.43,8.57,0.329,8.6,456.9789674952199,2
2033.0,11.43,28.57,2.86,45.71,0.0,0.486,8.6,485.8986615678776,2
2155.0,12.12,33.33,4.55,48.48,0.0,0.455,9.1,515.057361376673,2
2155.0,9.09,33.33,4.55,48.48,0.0,0.394,9.1,515.057361376673,2
1523.0,13.64,4.55,0.0,72.73,0.0,0.727,13.6,364.00573613766727,2
2155.0,12.12,33.33,6.06,51.52,0.0,0.515,9.1,515.057361376673,2
494.0,0.0,0.0,0.0,29.41,17.65,0.941,0.0,118.06883365200764,3
1498.0,11.58,15.79,8.42,42.11,5.26,0.547,2.1,358.0305927342256,2
448.0,0.0,0.0,0.0,21.43,21.43,0.286,0.0,107.07456978967495,3
393.0,0.0,0.0,0.0,18.75,12.5,0.438,3.1,93.92925430210325,3
393.0,0.0,0.0,0.0,18.75,12.5,0.438,3.1,93.92925430210325,3
393.0,0.0,0.0,0.0,18.75,12.5,0.594,3.1,93.92925430210325,3
167.0,0.0,0.0,0.0,9.5,8.0,0.0,1.0,39.913957934990435,1
2690.0,0.0,71.4,3.57,7.14,0.0,0.821,0.0,642.925430210325,3
962.0,2.7,3.38,0.0,50.0,8.11,0.378,2.7,229.92351816443593,2
565.0,0.0,0.0,0.0,29.41,29.41,0.941,0.0,135.03824091778202,3
565.0,0.0,0.0,0.0,29.41,29.41,0.941,0.0,135.03824091778202,3
837.0,0.0,0.0,0.0,40.0,40.0,0.6,0.0,200.04780114722752,3
837.0,0.0,0.0,0.0,40.0,40.0,0.6,0.0,200.04780114722752,3
209.0,0.0,0.0,0.0,12.92,12.92,0.025,0.0,49.95219885277246,1
159.0,0.0,0.0,0.0,9.17,7.92,0.003,0.0,38.0019120458891,1
159.0,0.0,0.0,0.0,9.17,7.92,0.003,0.0,38.0019120458891,1
105.0,0.0,0.0,0.0,4.58,4.58,0.01,0.0,25.095602294455066,1
209.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,49.95219885277246,1
167.0,0.0,0.0,0.0,10.0,9.17,0.015,0.0,39.913957934990435,1
167.0,0.0,0.0,0.0,10.0,9.17,0.016,0.0,39.913957934990435,1
176.0,0.42,0.0,0.0,10.0,9.17,0.025,0.0,42.06500956022944,1
1569.0,9.38,6.25,3.12,68.75,0.0,0.969,15.6,375.0,2
1700.0,6.25,7.81,0.0,81.2,18.8,0.422,6.25,406.3097514340344,2
0.0,0.0,0.0,0.0,0.42,0.0,0.021,0.4,0.0,1
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9560229445506692,1
1071.0,6.98,3.49,0.0,48.84,9.3,0.535,2.3,255.97514340344168,2
368.0,0.0,0.0,0.0,17.65,11.76,0.882,0.0,87.95411089866157,3
192.0,0.0,0.0,0.0,11.67,11.67,0.015,0.0,45.88910133843212,1
1363.0,2.6,4.9,2.3,65.4,47.3,0.0905511811023622,3.2,325.7648183556405,2
1339.0,10.0,8.0,2.0,52.0,12.0,0.48,4.0,320.0286806883365,2
1255.0,10.0,6.0,2.0,50.0,8.0,0.45,4.0,299.9521988527725,2
1339.0,10.0,8.0,2.0,52.0,10.0,0.52,2.0,320.0286806883365,2
556.0,0.0,0.0,0.0,13.33,6.67,1.0,0.0,132.887189292543,3
2260.0,8.0,38.0,20.0,52.0,36.0,0.1,10.0,540.1529636711281,2
393.0,0.0,0.0,0.0,25.0,6.25,1.0,0.0,93.92925430210325,3
167.0,0.0,0.0,0.0,10.0,8.75,0.018,0.0,39.913957934990435,1
38.0,0.0,0.0,0.0,2.4,0.0,0.011,0.0,9.082217973231357,1
38.0,0.0,0.0,0.0,2.4,2.4,0.011,0.0,9.082217973231357,1
176.0,0.0,0.0,0.0,10.0,10.0,0.023,0.0,42.06500956022944,1
176.0,0.0,0.0,0.0,9.58,9.17,0.023,0.0,42.06500956022944,1
368.0,0.0,0.0,0.0,23.53,23.53,0.735,0.0,87.95411089866157,3
2092.0,7.14,28.57,14.29,50.0,0.0,1.429,7.1,500.0,2
146.0,0.0,0.0,0.0,8.75,8.75,0.014,1.0,34.894837476099426,1
159.0,0.0,0.0,0.0,8.9,8.9,0.0,0.0,38.0019120458891,1
837.0,2.0,0.0,0.0,47.9,47.5,2.54330708661417,0.0,200.04780114722752,3
1716.0,11.5,6.7,3.8,73.0,16.5,0.216535433070866,4.0,410.1338432122371,2
42.0,0.0,0.0,0.0,1.5,1.5,0.015748031496063,0.0,10.038240917782026,1
197.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,47.08413001912046,1
167.0,0.0,0.0,0.0,10.0,9.0,0.031496062992126,0.0,39.913957934990435,1
1910.0,7.5,16.0,4.9,68.5,27.0,0.216535433070866,4.0,456.50095602294454,2
155.0,0.2,1.0,0.0,8.7,0.0,0.0,0.5,37.04588910133843,1
556.0,0.0,0.0,0.0,26.67,20.0,0.5,0.0,132.887189292543,3
78.0,1.5,0.0,0.0,2.0,1.0,0.3,2.3,18.642447418738048,2
201.0,3.3,1.6,1.1,5.3,5.3,0.0393700787401575,0.0,48.040152963671126,1
182.0,0.6,0.2,0.12,9.2,8.8,0.0157,1.0,43.49904397705545,1
2257.0,7.3,39.8,25.0,31.5,23.6,0.0066141732283464,12.1,539.435946462715,2
0.0,0.7,0.0,0.0,9.4,0.0,0.0,1.0,0.0,1
134.0,0.0,0.0,0.0,7.8,7.6,0.0,0.0,32.026768642447415,1
159.0,0.0,0.0,0.0,9.17,7.92,0.003,0.0,38.0019120458891,1
88.0,0.0,0.0,0.0,5.3,5.1,0.0,0.0,21.03250478011472,1
247.0,0.0,0.0,0.0,6.3,2.2,0.0,0.0,59.03441682600382,1
180.0,0.0,0.0,0.0,10.6,10.6,0.0,0.0,43.021032504780116,1
178.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,42.543021032504775,1
1750.0,5.3,10.1,4.6,74.8,41.2,0.2,2.7,418.26003824091777,2
2724.0,1.1,72.1,6.2,2.2,2.2,0.673228346456693,0.07,651.0516252390057,3
1527.0,13.0,2.0,0.35,72.0,3.7,0.005,3.6,364.96175908221795,2
818.0,4.6,6.9,3.4,28.0,25.0,0.0433070866141732,0.6,195.50669216061183,2D
1824.0,23.0,16.0,7.5,46.0,15.0,0.385826771653543,8.0,435.94646271510516,2
1662.0,7.6,9.1,1.5,66.2,18.8,0.0393700787401575,8.8,397.22753346080304,2
2424.0,8.0,42.0,30.0,42.0,34.0,0.866141732283465,4.0,579.3499043977055,2
1657.0,5.6,7.2,0.7,75.8,37.5,0.240157480314961,2.5,396.0325047801147,2
1549.0,4.0,1.0,0.3,84.0,36.0,0.149606299212598,0.0,370.21988527724665,2
1837.0,10.0,13.0,1.6,68.0,2.5,0.885826771653543,4.8,439.05353728489484,2
1834.0,10.0,12.1,1.7,69.9,2.0,0.688976377952756,3.5,438.3365200764818,2
1834.0,10.0,12.1,1.7,69.9,2.0,1.08267716535433,3.5,438.3365200764818,2
1754.0,13.0,11.0,1.2,61.5,2.5,0.492125984251968,10.0,419.21606118546845,2
2146.0,17.1,39.4,5.1,11.7,4.4,0.511811023622047,18.3,512.906309751434,2
188.0,3.4,1.7,0.4,4.0,3.6,0.0354330708661417,0.5,44.93307839388145,1D
1561.0,9.5,3.0,2.3,68.5,20.3,0.181102362204724,9.5,373.08795411089864,2
230.0,0.2,0.1,0.0,13.1,11.8,0.0098425196850393,0.2,54.97131931166348,1
163.0,0.8,0.0,0.0,8.5,8.5,0.0,0.0,38.95793499043977,1
263.0,5.2,1.5,1.0,6.4,6.4,0.0708661417322835,0.0,62.8585086042065,2D
280.0,0.9,0.1,0.0,15.0,14.4,0.0393700787401575,0.0,66.92160611854685,1
1428.0,4.8,0.0,0.0,77.6,49.6,0.1,0.2,341.3001912045889,1
2487.0,8.3,43.4,17.8,41.9,37.9,0.07,3.6,594.4072657743785,2
2216.0,6.2,29.6,18.7,58.4,57.6,0.1,2.8,529.6367112810707,2
1644.0,0.0,0.0,0.0,96.7,68.9,0.0,0.0,392.92543021032503,2
1118.0,8.2,3.8,2.3,48.0,4.0,0.492125984251968,2.8,267.20841300191205,2
1118.0,8.2,3.8,2.3,48.0,4.0,0.492125984251968,2.8,267.20841300191205,2
544.0,0.9,0.6,0.05,30.0,27.6,0.0393700787401575,4.7,130.019120458891,1
183.0,0.01,0.01,0.01,10.8,10.7,0.01,0.01,43.738049713193114,1
1100.0,19.0,21.0,15.0,0.5,0.5,0.5,0.0,262.90630975143404,3D
2116.0,7.0,25.0,15.0,62.0,36.0,0.1,2.3,505.736137667304,2
808.0,19.0,13.0,2.6,0.0,0.0,1.18110236220472,0.0,193.1166347992352,2
151.0,0.5,0.5,0.1,9.0,9.0,0.0039370078740157,0.5,36.089866156787764,1
758.0,2.8,11.3,7.3,17.1,16.5,0.031496062992126,0.0,181.1663479923518,2D
2020.0,6.3,19.1,9.2,70.3,18.6,0.29,1.5,482.79158699808795,2
1435.0,4.5,0.1,0.1,77.6,47.0,0.1,0.2,342.97323135755255,1
2085.0,5.0,21.0,13.0,71.0,36.0,0.1,2.0,498.32695984703633,2
1116.0,7.5,4.0,0.5,48.0,4.0,0.492125984251968,3.0,266.7304015296367,2
112.0,1.2,0.1,0.1,4.3,1.6,1.0,1.5,26.76864244741874,2
1116.0,7.5,4.0,0.5,48.0,4.0,0.492125984251968,3.0,266.7304015296367,2
136.0,1.0,1.2,0.6,4.4,1.4,0.3,1.7,32.50478011472275,2
2140.0,11.8,27.0,18.0,53.5,4.5,0.688976377952756,0.0,511.472275334608,2
687.0,22.6,7.9,1.7,0.7,0.3,1.01,0.5,164.19694072657742,2
1902.0,8.7,17.3,9.8,63.2,29.5,0.1,4.9,454.58891013384317,2
1637.0,6.4,7.4,5.8,71.6,29.6,0.14,4.6,391.25239005736137,2
1598.0,11.7,3.3,0.9,71.9,22.4,0.255905511811024,9.1,381.93116634799236,2
1586.0,9.9,0.8,0.3,80.8,22.9,0.263779527559055,4.5,379.0630975143403,2
1862.0,0.1,0.5,0.2,100.0,100.0,0.0039370078740157,0.1,445.0286806883365,1
2244.0,6.0,34.0,2.7,52.0,0.5,0.7,4.0,536.3288718929255,2
2229.0,5.7,30.6,19.3,57.5,55.9,0.0551181102362205,2.8,532.7437858508604,2
2344.0,7.2,36.0,22.0,51.0,50.0,0.06,2.8,560.2294455066922,2
1871.0,8.5,13.5,2.0,72.2,3.2,0.925196850393701,0.0,447.1797323135755,2
117.0,0.5,0.5,0.1,6.6,6.5,0.031496062992126,0.5,27.963671128107073,1
2088.0,5.3,22.2,13.1,68.7,35.0,0.25,0.8,499.0439770554493,2
1552.0,7.1,8.1,6.8,72.0,2.7,0.15748031496063,5.0,370.93690248565963,2
2394.0,6.2,37.6,21.0,52.3,50.2,0.1,1.0,572.1797323135755,2
2342.0,7.7,37.9,17.8,45.5,41.5,0.0905511811023622,4.4,559.7514340344168,2
2278.0,7.0,32.7,20.6,54.8,51.5,0.08,2.2,544.4550669216061,2
1756.0,1.9,8.6,4.8,82.3,60.2,0.0,0.0,419.6940726577438,2
1710.0,6.4,9.5,6.4,70.8,29.5,0.377952755905512,5.8,408.69980879541106,2
1528.0,12.0,1.5,0.6,73.0,0.2,0.0078740157480315,3.4,365.20076481835565,2
2175.0,4.4,30.0,3.3,57.0,1.8,0.7,2.7,519.8374760994263,2
2094.0,7.9,24.0,11.0,61.0,34.0,0.216535433070866,4.3,500.47801147227534,2
406.0,5.4,2.2,1.5,13.0,14.0,0.031496062992126,0.0,97.03632887189292,2D
2180.0,4.44,33.3,15.6,51.1,0.0,0.667,4.44,521.0325047801147,2
159.0,0.0,0.0,0.0,9.25,9.15,0.0059055118110236,0.0,38.0019120458891,1
163.0,2.0,1.1,0.2,5.0,5.0,0.0196850393700787,0.4,38.95793499043977,1
2160.0,7.6,26.8,14.4,60.0,24.0,0.44,2.8,516.2523900573614,2
1966.0,4.5,25.0,22.0,53.0,35.0,0.078740157480315,0.0,469.8852772466539,2
175.0,0.1,0.1,0.1,10.0,10.0,0.0,0.0,41.82600382409178,1
181.0,0.1,0.1,0.1,10.0,10.0,0.0,0.0,43.26003824091778,1
2043.0,15.0,22.5,2.8,54.8,2.2,0.62992125984252,3.0,488.2887189292543,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
247.0,1.2,1.6,1.5,9.5,8.6,0.125984251968504,0.4,59.03441682600382,1
1467.0,9.2,3.7,0.7,65.2,18.1,0.0236220472440945,8.1,350.62141491395795,2
1577.0,14.0,3.7,1.6,69.0,0.5,0.0433070866141732,3.6,376.9120458891013,2
1855.0,9.3,19.0,6.5,54.0,22.0,0.0866141732283465,9.5,443.35564053537286,2
1623.0,7.8,10.1,5.3,63.0,27.2,0.0196850393700787,6.9,387.90630975143404,2
1603.0,12.0,1.0,0.3,78.3,13.3,0.26,3.9,383.1261950286807,2
0.0,0.0,0.0,0.0,0.0,0.0,0.015748031496063,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.015748031496063,0.0,0.0,1
2274.0,10.2,42.8,26.8,23.6,16.8,0.0118110236220472,0.0,543.4990439770554,2
1614.0,0.0,0.0,0.0,94.6,67.5,0.0,0.0,385.75525812619503,2
1638.0,0.0,0.0,0.0,94.9,67.6,0.0,0.0,391.491395793499,2
1644.0,0.1,0.0,0.0,96.6,69.2,0.02,0.0,392.92543021032503,2
1636.0,0.0,0.0,0.0,96.2,68.6,0.0,0.0,391.01338432122367,2
1262.0,8.0,6.0,0.8,52.0,6.0,0.492,2.5,301.62523900573615,2
1014.0,0.5,0.1,0.1,57.0,56.0,0.0118110236220472,0.0,242.35181644359463,3
555.0,1.5,6.6,0.4,16.0,6.2,0.47244094488189,1.4,132.64818355640534,3
1768.0,0.3,7.6,4.9,87.2,65.1,0.4,0.0,422.5621414913958,2
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9120458891013383,1
42.0,1.0,10.0,10.0,10.0,1.0,3.93700787401575,100.0,10.038240917782026,1
84.0,0.0,0.0,0.0,4.8,4.8,0.0196850393700787,0.0,20.076481835564053,1
13.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,3.107074569789675,1
2360.0,5.1,40.8,23.5,42.5,40.2,0.09,5.2,564.0535372848948,2
2358.0,6.9,39.2,22.6,46.1,45.5,0.1,0.8,563.5755258126195,2
347.0,2.3,4.1,2.6,8.5,8.5,0.0708661417322835,0.0,82.93499043977054,1
1241.0,6.9,15.0,9.3,32.0,31.0,0.078740157480315,2.4,296.6061185468451,2
1203.0,0.8,28.1,1.6,8.3,4.2,0.85,1.0,287.52390057361373,3
1547.0,10.8,9.3,2.5,54.9,11.9,0.03,10.8,369.7418738049713,2
79.0,0.0,0.0,0.0,4.8,4.7,0.0,0.0,18.881453154875715,1
84.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,20.076481835564053,1
2166.0,4.7,30.2,19.0,53.8,50.9,0.0039370078740157,6.8,517.6864244741873,2
1609.0,9.1,2.9,0.9,75.6,23.5,0.267716535433071,7.7,384.56022944550665,2
1643.0,9.0,11.1,3.5,68.9,1.1,0.177165354330709,3.6,392.6864244741874,2
8.0,0.1,0.1,0.1,0.2,0.2,0.0078740157480315,0.0,1.9120458891013383,1
188.0,0.8,0.2,0.1,9.4,9.4,0.0039370078740157,0.1,44.93307839388145,1
2184.0,13.0,29.0,6.5,51.0,6.0,0.708661417322835,2.9,521.9885277246653,2
547.0,12.6,9.0,2.5,0.0,0.0,0.15748031496063,0.0,130.736137667304,2
1620.0,6.3,2.4,0.2,81.2,35.1,0.25,5.5,387.189292543021,2
1529.0,7.8,8.4,5.1,69.9,1.2,0.102362204724409,6.0,365.4397705544933,2
1605.0,7.5,3.0,0.3,76.6,18.5,0.248031496062992,8.0,383.604206500956,2
1121.0,7.2,1.9,0.1,54.6,4.6,0.590551181102362,3.4,267.92543021032503,2
547.0,12.6,9.0,2.5,0.0,0.0,0.15,0.0,130.736137667304,2
2109.0,7.1,25.7,12.1,58.8,32.8,0.240157480314961,4.7,504.0630975143403,2
2013.0,3.6,24.7,19.2,59.0,48.1,0.2,4.0,481.1185468451243,2
212.0,0.1,0.1,0.1,11.6,10.7,0.0039370078740157,0.2,50.669216061185466,1
1676.0,8.0,2.9,0.7,81.4,23.6,0.248031496062992,6.1,400.5736137667304,2
2648.0,4.4,49.0,35.0,43.0,39.0,0.0433070866141732,0.0,632.887189292543,2
1693.0,0.5,0.5,0.5,98.0,97.0,0.0039370078740157,0.0,404.63671128107075,2
1483.0,12.0,1.2,0.3,71.0,3.2,0.0,3.5,354.4455066921606,2
2824.0,1.0,75.1,5.9,1.4,1.4,0.551181102362205,0.5,674.9521988527724,3
238.0,0.8,0.0,0.0,13.0,11.0,0.0,0.5,56.883365200764814,1
2265.0,6.3,33.1,3.0,53.0,2.9,0.440944881889764,4.0,541.3479923518164,2
1607.0,3.0,10.0,6.0,69.0,52.0,0.0708661417322834,2.0,384.08221797323137,2
1593.0,11.8,1.3,0.1,77.7,2.6,0.0511811023622047,0.0,380.736137667304,2
2084.0,7.0,21.0,10.0,68.0,29.0,0.248031496062992,4.0,498.08795411089864,2
2138.0,4.0,27.0,2.5,62.0,5.0,0.452755905511811,4.0,510.9942638623327,2
176.0,0.1,0.1,0.0,9.95,9.67,0.0118110236220472,0.5,42.06500956022944,1
175.0,0.1,0.1,0.1,10.3,10.2,0.02,0.01,41.82600382409178,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.0,0.1,0.1,0.1,10.7,10.4,0.0039370078740157,0.0,45.88910133843212,1
255.0,5.5,0.5,0.2,8.3,6.3,0.0590551181102362,0.5,60.94646271510516,2D
1657.0,6.9,1.6,0.5,85.0,13.9,0.255905511811024,7.0,396.0325047801147,2
159.0,0.6,0.1,0.0,8.7,8.4,0.0,0.0,38.0019120458891,1
1525.0,0.0,0.0,0.0,90.0,72.0,0.0236220472440945,0.0,364.4837476099426,2
1933.0,3.5,21.0,14.0,64.0,34.0,0.3,1.0,461.9980879541109,2
1908.0,9.0,20.0,13.0,58.0,30.0,0.0,4.0,456.0229445506692,2
2360.0,15.0,36.4,24.3,44.0,1.7,0.996062992125984,0.3,564.0535372848948,2
1188.0,7.97,4.3,0.5,51.8,5.7,0.52755905511811,3.2,283.93881453154876,2
1200.0,7.5,6.0,0.6,48.7,5.1,0.456692913385827,2.8,286.80688336520075,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1247.0,6.7,6.3,0.5,51.6,5.7,0.578740157480315,2.8,298.0401529636711,2
326.0,2.8,1.9,1.0,11.9,11.5,0.047244094488189,1.0,77.91586998087953,1
1740.0,5.6,21.8,10.1,48.6,27.6,0.326771653543307,1.5,415.8699808795411,2
1531.0,6.0,8.3,6.1,74.4,1.6,0.125984251968504,4.2,365.91778202676863,2
1304.0,3.7,14.1,12.0,39.7,22.9,0.0708661417322834,0.0,311.66347992351814,2
1664.0,0.5,0.6,0.6,92.0,90.0,0.075,0.0,397.7055449330784,2
4.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.9560229445506692,1
13.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,3.107074569789675,1
1535.0,0.0,0.9,0.9,87.0,85.0,0.01,0.0,366.8738049713193,2
2276.0,7.5,37.1,22.8,41.0,34.1,0.0039370078740157,9.9,543.9770554493308,2
155.0,3.2,0.5,0.1,4.8,4.8,0.0511811023622047,0.0,37.04588910133843,1
268.0,3.2,3.6,2.2,4.8,4.8,0.0511811023622047,0.0,64.05353728489483,1D
4.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.9560229445506692,1
0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.0,1
159.0,0.1,0.0,0.0,9.5,9.5,0.0,0.0,38.0019120458891,1
226.0,0.3,0.5,0.1,11.5,10.5,0.0039370078740157,0.0,54.01529636711281,1
561.0,19.0,6.0,2.5,1.0,1.0,0.826771653543307,0.0,134.08221797323137,2
176.0,0.7,0.0,0.0,8.9,8.2,0.0,0.0,42.06500956022944,1
400.0,3.0,3.0,1.7,14.0,13.0,0.0393700787401575,0.5,95.60229445506691,2D
1618.0,5.3,11.7,5.4,62.7,31.1,0.15748031496063,3.6,386.71128107074566,2
0.0,0.0,0.0,0.0,0.0,0.0,4.7244094488189,0.0,0.0,1
1247.0,6.7,6.3,0.5,51.6,5.7,0.578740157480315,2.8,298.0401529636711,2
1795.0,10.4,17.1,5.1,54.2,17.9,0.137795275590551,8.2,429.0152963671128,2
444.0,3.7,2.7,1.7,16.0,15.0,0.0511811023622047,0.0,106.11854684512429,2D
356.0,2.4,2.6,1.7,13.0,13.0,0.0393700787401575,0.0,85.08604206500955,1
1790.0,4.1,20.0,8.6,58.0,28.0,0.0984251968503937,2.0,427.8202676864245,2
1213.0,10.0,7.7,0.6,43.0,5.4,0.444881889763779,4.5,289.91395793499044,2
611.0,1.0,1.2,1.2,4.6,4.6,0.263779527559055,0.0,146.03250478011472,1D
1464.0,12.0,0.0,0.0,75.0,15.0,0.0984251968503937,0.0,349.9043977055449,1
674.0,22.0,7.9,2.9,0.5,0.5,0.748031496062992,0.5,161.08986615678776,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
632.0,21.0,7.0,3.0,1.0,0.8,0.881889763779528,0.0,151.05162523900572,2
464.0,20.0,3.0,1.2,1.0,0.5,0.826771653543307,0.0,110.89866156787762,2
230.0,0.5,0.0,0.0,12.4,12.4,0.0,0.1,54.97131931166348,1
1635.0,7.1,7.0,1.1,71.0,39.1,0.267716535433071,6.0,390.774378585086,2
1182.0,3.0,12.0,5.0,40.0,24.0,0.137795275590551,0.9,282.50478011472273,2
1981.0,9.0,20.0,8.0,63.0,1.0,0.0905511811023622,4.0,473.4703632887189,2
2037.0,6.0,20.0,13.0,69.0,36.0,0.1,2.7,486.85468451242826,2
1406.0,0.0,0.0,0.0,84.0,84.0,0.0,0.0,336.0420650095602,1
188.0,0.0,0.0,0.0,11.0,10.0,0.0078740157480315,0.0,44.93307839388145,1
46.0,0.0,0.0,0.0,2.0,1.5,0.0118110236220472,0.0,10.994263862332696,1
1222.0,4.5,22.0,14.5,19.0,16.0,0.04,0.1,292.06500956022944,2
